其他类异常,15'21'00'' 2017-07-18~15'23'05'' 2017-07-18,00D-00'02'05'',15'23'05'' 2017-07-18
其他类异常,16'26'19'' 2017-07-18~16'40'17'' 2017-07-18,00D-00'13'58'',16'40'17'' 2017-07-18
其他类异常,16'40'28'' 2017-07-18~16'41'11'' 2017-07-18,00D-00'00'43'',16'41'11'' 2017-07-18
其他类异常,09'00'10'' 2017-07-19~09'02'55'' 2017-07-19,00D-00'02'45'',09'02'55'' 2017-07-19
其他类异常,09'02'57'' 2017-07-19~09'03'07'' 2017-07-19,00D-00'00'10'',09'03'07'' 2017-07-19
其他类异常,09'04'04'' 2017-07-19~09'05'56'' 2017-07-19,00D-00'01'52'',09'05'56'' 2017-07-19
其他类异常,09'06'36'' 2017-07-19~09'08'17'' 2017-07-19,00D-00'01'41'',09'08'17'' 2017-07-19
其他类异常,09'08'52'' 2017-07-19~09'12'03'' 2017-07-19,00D-00'03'11'',09'12'03'' 2017-07-19
其他类异常,09'12'37'' 2017-07-19~09'15'43'' 2017-07-19,00D-00'03'06'',09'15'43'' 2017-07-19
首件确认,09'16'20'' 2017-07-19~09'17'08'' 2017-07-19,00D-00'00'48'',09'17'08'' 2017-07-19
首件确认,09'17'55'' 2017-07-19~09'18'43'' 2017-07-19,00D-00'00'48'',09'18'43'' 2017-07-19
首件确认,09'19'16'' 2017-07-19~09'35'58'' 2017-07-19,00D-00'16'42'',09'35'58'' 2017-07-19
首件确认,09'36'37'' 2017-07-19~09'47'14'' 2017-07-19,00D-00'10'37'',09'47'14'' 2017-07-19
首件确认,10'52'05'' 2017-07-19~10'57'44'' 2017-07-19,00D-00'05'39'',10'57'44'' 2017-07-19
首件确认,11'43'05'' 2017-07-19~13'55'09'' 2017-07-19,00D-02'12'04'',13'55'09'' 2017-07-19
首件确认,13'56'00'' 2017-07-19~13'56'27'' 2017-07-19,00D-00'00'27'',13'56'27'' 2017-07-19
首件确认,13'57'03'' 2017-07-19~13'57'30'' 2017-07-19,00D-00'00'27'',13'57'30'' 2017-07-19
首件确认,13'58'43'' 2017-07-19~13'59'03'' 2017-07-19,00D-00'00'20'',13'59'03'' 2017-07-19
首件确认,14'08'12'' 2017-07-19~14'09'26'' 2017-07-19,00D-00'01'14'',14'09'26'' 2017-07-19
首件确认,14'10'01'' 2017-07-19~14'16'02'' 2017-07-19,00D-00'06'01'',14'16'02'' 2017-07-19
首件确认,14'10'01'' 2017-07-19~14'16'02'' 2017-07-1914'16'18'' 2017-07-19,00D-00'00'00'',14'16'18'' 2017-07-19
首件确认,14'16'20'' 2017-07-19~14'17'01'' 2017-07-19,00D-00'00'41'',14'17'01'' 2017-07-19
首件确认,14'17'31'' 2017-07-19~14'23'31'' 2017-07-19,00D-00'06'00'',14'23'31'' 2017-07-19
首件确认,14'23'49'' 2017-07-19~14'25'10'' 2017-07-19,00D-00'01'21'',14'25'10'' 2017-07-19
首件确认,14'25'30'' 2017-07-19~14'27'38'' 2017-07-19,00D-00'02'08'',14'27'38'' 2017-07-19
首件确认,14'28'04'' 2017-07-19~14'30'47'' 2017-07-19,00D-00'02'43'',14'30'47'' 2017-07-19
首件确认,14'31'19'' 2017-07-19~14'31'48'' 2017-07-19,00D-00'00'29'',14'31'48'' 2017-07-19
首件确认,15'09'01'' 2017-07-19~15'18'30'' 2017-07-19,00D-00'09'29'',15'18'30'' 2017-07-19
首件确认,15'19'16'' 2017-07-19~15'20'25'' 2017-07-19,00D-00'01'09'',15'20'25'' 2017-07-19
首件确认,15'21'27'' 2017-07-19~15'21'41'' 2017-07-19,00D-00'00'14'',15'21'41'' 2017-07-19
首件确认,16'42'17'' 2017-07-19~16'51'34'' 2017-07-19,00D-00'09'17'',16'51'34'' 2017-07-19
其他类异常,16'54'18'' 2017-07-19~17'10'59'' 2017-07-19,00D-00'16'41'',17'10'59'' 2017-07-19
其他类异常,17'12'16'' 2017-07-19~17'32'50'' 2017-07-19,00D-00'20'34'',17'32'50'' 2017-07-19
其他类异常,17'33'06'' 2017-07-19~17'33'31'' 2017-07-19,00D-00'00'25'',17'33'31'' 2017-07-19
其他类异常,17'33'57'' 2017-07-19~17'35'49'' 2017-07-19,00D-00'01'52'',17'35'49'' 2017-07-19
其他类异常,17'36'11'' 2017-07-19~17'44'36'' 2017-07-19,00D-00'08'25'',17'44'36'' 2017-07-19
其他类异常,17'36'11'' 2017-07-19~17'44'36'' 2017-07-1917'48'10'' 2017-07-19,00D-00'11'59'',17'48'10'' 2017-07-19
其他类异常,17'48'35'' 2017-07-19~17'53'40'' 2017-07-19,00D-00'05'05'',17'53'40'' 2017-07-19
其他类异常,17'55'52'' 2017-07-19~17'56'17'' 2017-07-19,00D-00'00'25'',17'56'17'' 2017-07-19
其他类异常,17'57'13'' 2017-07-19~18'02'05'' 2017-07-19,00D-00'04'52'',18'02'05'' 2017-07-19
其他类异常,18'02'31'' 2017-07-19~18'26'33'' 2017-07-19,00D-00'24'02'',18'26'33'' 2017-07-19
其他类异常,18'26'58'' 2017-07-19~18'36'48'' 2017-07-19,00D-00'09'50'',18'36'48'' 2017-07-19
其他类异常,18'37'20'' 2017-07-19~18'37'46'' 2017-07-19,00D-00'00'26'',18'37'46'' 2017-07-19
其他类异常,18'40'01'' 2017-07-19~18'50'31'' 2017-07-19,00D-00'10'30'',18'50'31'' 2017-07-19
其他类异常,18'50'57'' 2017-07-19~19'17'12'' 2017-07-19,00D-00'26'15'',19'17'12'' 2017-07-19
其他类异常,19'17'12'' 2017-07-19~19'18'58'' 2017-07-19,00D-00'01'46'',19'18'58'' 2017-07-19
